,1:29:56,25.2,0.081,0.384,0.359,0.082,0.082,0.362,0.346,0.083,0.085,0.403,0.35,0.081
,1:44:57,25.2,0.081,0.399,0.372,0.082,0.083,0.375,0.359,0.083,0.085,0.417,0.363,0.081
,1:59:58,25.3,0.081,0.415,0.387,0.082,0.083,0.391,0.373,0.083,0.084,0.434,0.379,0.081
,2:14:59,25.3,0.081,0.434,0.402,0.082,0.083,0.408,0.389,0.083,0.085,0.454,0.396,0.082
,2:30:00,25.3,0.081,0.453,0.42,0.082,0.083,0.425,0.408,0.083,0.084,0.473,0.414,0.081
,2:45:01,25.3,0.081,0.474,0.44,0.082,0.083,0.445,0.427,0.083,0.084,0.496,0.435,0.082
,3:00:02,25.3,0.081,0.5,0.463,0.082,0.083,0.468,0.449,0.083,0.085,0.522,0.458,0.082
,3:15:03,25.3,0.081,0.526,0.486,0.082,0.083,0.493,0.472,0.083,0.085,0.552,0.482,0.082
,3:30:04,25.3,0.081,0.55,0.511,0.082,0.082,0.514,0.493,0.083,0.084,0.573,0.503,0.081
,3:45:05,25.3,0.081,0.576,0.531,0.082,0.083,0.54,0.517,0.083,0.084,0.603,0.527,0.081
,4:00:06,25.3,0.081,0.605,0.556,0.082,0.082,0.567,0.542,0.083,0.084,0.63,0.554,0.081
,4:15:07,25.3,0.081,0.635,0.581,0.082,0.084,0.591,0.568,0.083,0.084,0.657,0.578,0.082
,4:30:08,25.3,0.081,0.663,0.609,0.082,0.082,0.617,0.594,0.083,0.084,0.686,0.605,0.082
,4:45:09,25.4,0.081,0.692,0.637,0.082,0.083,0.647,0.62,0.083,0.084,0.727,0.656,0.082
,5:00:10,25.4,0.081,0.721,0.668,0.082,0.083,0.68,0.644,0.083,0.084,0.743,0.658,0.082
,5:15:11,25.5,0.081,0.75,0.7,0.082,0.083,0.718,0.684,0.083,0.084,0.773,0.684,0.082
,5:30:12,25.6,0.081,0.781,0.722,0.082,0.084,0.731,0.702,0.083,0.084,0.798,0.716,0.082
,5:45:13,25.6,0.081,0.81,0.75,0.082,0.085,0.759,0.727,0.083,0.084,0.825,0.757,0.082
,6:00:14,25.7,0.081,0.833,0.769,0.082,0.082,0.777,0.75,0.083,0.084,0.845,0.854,0.082
,6:15:15,25.7,0.081,0.841,0.775,0.082,0.083,0.796,0.747,0.083,0.084,0.855,1.153,0.082
,6:30:16,25.8,0.081,0.859,0.776,0.082,0.083,0.802,0.839,0.083,0.084,0.861,0.802,0.082
,6:45:17,25.8,0.081,0.858,0.816,0.082,0.083,0.803,0.763,0.083,0.085,0.869,0.945,0.081
,7:00:18,25.8,0.081,0.863,0.792,0.082,0.083,0.812,0.77,0.083,0.085,0.876,0.813,0.082
,7:15:19,25.8,0.081,1.006,0.806,0.082,0.083,0.848,0.778,0.083,0.084,0.893,0.82,0.082
,7:30:20,25.9,0.081,0.965,0.81,0.082,0.083,0.831,0.805,0.083,0.084,0.889,0.83,0.082
,7:45:21,25.9,0.081,0.883,0.85,0.082,0.083,0.83,0.784,0.083,0.084,1.043,0.826,0.082
,8:00:22,25.9,0.081,0.89,0.913,0.082,0.083,0.833,0.8,0.083,0.084,0.907,0.856,0.082
,8:15:23,25.9,0.081,1.007,0.821,0.082,0.082,0.834,0.805,0.083,0.084,0.917,0.839,0.082
,8:30:24,25.9,0.081,0.903,0.843,0.082,0.083,0.895,0.815,0.083,0.084,0.966,0.829,0.082
,8:45:25,25.8,0.081,0.907,0.842,0.082,0.083,0.85,0.821,0.083,0.085,0.93,0.835,0.082
,9:00:26,25.8,0.081,0.911,0.851,0.082,0.082,0.873,0.846,0.083,0.084,0.928,0.84,0.082
,9:15:27,25.8,0.081,0.909,0.826,0.082,0.083,0.877,0.831,0.083,0.084,0.925,0.845,0.082
,9:30:28,25.8,0.081,0.915,0.827,0.082,0.084,0.889,0.819,0.083,0.084,0.912,0.866,0.082
,9:45:29,25.8,0.081,0.957,0.83,0.082,0.083,0.862,0.802,0.083,0.084,0.918,0.973,0.082
,10:00:30,25.8,0.081,0.918,0.835,0.082,0.082,0.947,0.801,0.083,0.084,1.007,0.845,0.082
,10:15:31,25.8,0.081,0.903,0.836,0.082,0.083,0.911,0.804,0.083,0.084,0.928,0.845,0.082
,10:30:32,25.8,0.081,1.083,0.84,0.082,0.083,0.848,0.806,0.083,0.084,0.987,0.846,0.082
,10:45:33,25.7,0.081,1.004,0.843,0.082,0.083,0.85,0.81,0.083,0.084,0.935,0.847,0.082
,11:00:34,25.7,0.081,1,0.848,0.082,0.083,0.862,0.812,0.083,0.084,0.939,0.857,0.082
,11:15:35,25.7,0.081,0.911,0.853,0.082,0.083,0.857,0.818,0.084,0.084,0.943,0.861,0.082
,11:30:36,25.7,0.081,0.92,0.858,0.082,0.083,0.862,0.824,0.083,0.084,0.948,0.868,0.082
,11:45:37,25.7,0.081,0.952,0.861,0.082,0.083,0.867,0.829,0.083,0.084,0.952,0.87,0.082
,12:00:38,25.7,0.081,1.055,0.865,0.082,0.082,0.869,0.832,0.083,0.084,0.98,0.873,0.082
,12:15:39,25.7,0.081,0.976,0.868,0.082,0.083,0.871,0.837,0.083,0.084,0.962,0.877,0.082
,12:30:40,25.7,0.081,0.94,0.872,0.082,0.083,0.874,0.841,0.084,0.085,0.964,0.879,0.082
,12:45:41,25.7,0.081,0.941,0.876,0.082,0.083,0.881,0.843,0.084,0.084,0.966,0.881,0.082
,13:00:42,25.7,0.081,0.945,0.879,0.082,0.083,0.882,0.845,0.084,0.084,0.97,0.88,0.082
,13:15:43,25.8,0.081,0.949,0.881,0.082,0.084,0.884,0.847,0.084,0.084,0.972,0.883,0.082
,13:30:44,25.8,0.081,0.95,0.883,0.082,0.083,0.888,0.848,0.084,0.084,0.975,0.884,0.082
,13:45:45,25.8,0.081,0.953,0.885,0.082,0.082,0.886,0.849,0.084,0.085,0.978,0.885,0.082
,14:00:46,25.8,0.081,0.955,0.885,0.082,0.084,0.887,0.849,0.084,0.084,1.221,0.887,0.082
,14:15:47,25.9,0.081,0.956,0.886,0.082,0.083,0.887,0.85,0.084,0.084,0.984,0.887,0.082
,14:30:48,25.9,0.081,0.958,0.887,0.082,0.083,0.887,0.85,0.085,0.084,0.984,0.887,0.082
,14:45:49,26,0.081,0.959,0.888,0.082,0.083,0.887,0.849,0.085,0.084,0.986,0.888,0.082
,15:00:50,26,0.081,0.961,0.889,0.082,0.083,0.888,0.851,0.085,0.084,0.986,0.888,0.082
,15:15:51,26.1,0.081,0.961,0.888,0.082,0.084,0.888,0.85,0.085,0.084,0.987,0.886,0.082
,15:30:52,26.1,0.081,0.963,0.889,0.082,0.085,0.888,0.85,0.086,0.084,0.986,0.888,0.082
,15:45:53,26.1,0.081,0.963,0.892,0.082,0.082,0.888,0.85,0.086,0.084,0.986,0.889,0.082
,16:00:54,26,0.081,0.964,0.895,0.082,0.082,0.889,0.85,0.086,0.084,1.046,0.889,0.082
,16:15:55,25.9,0.081,0.963,0.892,0.082,0.083,0.888,0.851,0.086,0.084,0.987,0.889,0.082
,16:30:56,25.9,0.081,0.964,0.89,0.082,0.083,0.888,0.85,0.086,0.084,0.988,0.889,0.082
,16:45:57,25.7,0.084,0.875,0.976,0.084,0.089,0.84,0.878,0.082,0.081,0.885,0.956,0.079
,17:00:58,25.6,0.084,0.875,0.975,0.084,0.089,0.84,0.879,0.082,0.081,1.012,0.958,0.079
,17:15:59,25.6,0.084,0.876,0.977,0.084,0.09,0.84,0.88,0.082,0.081,0.886,1.039,0.08
,17:31:00,25.6,0.084,0.877,0.977,0.084,0.09,0.841,0.88,0.082,0.081,0.935,0.968,0.08
,17:46:01,25.6,0.084,0.876,0.978,0.084,0.09,0.841,0.879,0.082,0.081,0.888,1.04,0.079
,18:01:02,25.6,0.084,0.876,0.979,0.084,0.09,0.84,0.881,0.082,0.081,0.918,1.076,0.08
,18:16:03,25.6,0.085,0.875,0.978,0.084,0.091,0.839,0.879,0.082,0.081,1.012,0.961,0.079
,18:31:04,25.6,0.085,0.877,0.979,0.084,0.091,0.84,0.88,0.082,0.081,0.888,0.968,0.08
,18:46:05,25.6,0.085,0.875,0.98,0.084,0.092,0.84,0.879,0.082,0.081,0.996,0.961,0.079
,19:01:06,25.6,0.085,0.876,0.979,0.084,0.093,0.839,0.886,0.082,0.081,0.89,0.96,0.079
,19:16:07,25.5,0.085,0.876,0.979,0.084,0.093,0.84,0.879,0.082,0.081,0.958,0.959,0.079
,19:31:08,25.5,0.085,0.874,0.979,0.084,0.094,0.84,0.878,0.082,0.081,0.889,0.96,0.079
,19:46:09,25.5,0.085,0.873,0.979,0.084,0.095,0.839,0.877,0.082,0.081,0.888,0.961,0.079
,20:01:10,25.5,0.085,0.874,0.978,0.084,0.095,0.838,0.877,0.082,0.081,1.014,1.049,0.079
,20:16:11,25.5,0.085,0.874,0.978,0.084,0.096,0.838,0.876,0.081,0.081,0.887,1.052,0.08
,20:31:12,25.5,0.085,0.872,0.977,0.084,0.096,0.837,0.876,0.082,0.081,0.886,1.073,0.079
,20:46:13,25.5,0.086,0.871,0.977,0.084,0.096,0.836,0.875,0.082,0.081,0.886,0.961,0.079
,21:01:14,25.5,0.086,0.87,0.977,0.084,0.096,0.837,0.875,0.082,0.081,0.887,0.997,0.079
,21:16:15,25.5,0.086,0.87,0.975,0.084,0.095,0.836,0.874,0.082,0.081,0.885,0.959,0.079
,21:31:16,25.5,0.087,0.87,0.976,0.084,0.096,0.835,0.874,0.082,0.081,0.886,0.959,0.079
,21:46:17,25.5,0.087,0.868,0.975,0.084,0.095,0.835,0.873,0.082,0.081,0.885,0.958,0.08
,22:01:18,25.5,0.087,0.868,0.974,0.084,0.095,0.834,0.873,0.082,0.081,0.884,0.958,0.079
,22:16:19,26.1,0.082,0.957,0.889,0.082,0.083,0.876,0.823,0.096,0.085,0.973,0.865,0.086
,22:31:20,25.7,0.082,0.958,0.885,0.082,0.083,0.869,0.824,0.096,0.086,0.973,0.861,0.087
,22:46:21,25.5,0.082,0.955,0.884,0.082,0.083,0.872,0.824,0.097,0.084,0.961,0.858,0.088
,23:01:22,25.5,0.082,0.954,0.885,0.082,0.083,0.867,0.823,0.098,0.085,0.963,0.857,0.088
,23:16:23,25.4,0.081,0.953,0.884,0.082,0.083,0.864,0.824,0.102,0.084,0.959,0.854,0.089
,23:31:24,25.4,0.082,0.953,0.883,0.082,0.083,0.866,0.821,0.099,0.084,0.963,0.855,0.089
,23:46:25,25.3,0.082,0.952,0.88,0.082,0.083,0.864,0.822,0.103,0.084,0.96,0.858,0.09
,0:01:26,25.3,0.082,0.951,0.88,0.082,0.083,0.864,0.821,0.1,0.086,0.961,0.856,0.09
,0:16:27,25.3,0.081,0.949,0.88,0.082,0.083,0.862,0.82,0.101,0.086,0.962,0.856,0.091
,0:31:28,25.3,0.082,0.949,0.878,0.082,0.083,0.861,0.82,0.104,0.086,0.961,0.854,0.092
,0:46:29,25.4,0.082,0.949,0.877,0.082,0.083,0.86,0.818,0.103,0.084,0.961,0.853,0.092
,1:01:30,25.4,0.082,0.948,0.876,0.082,0.083,0.86,0.818,0.117,0.084,0.959,0.852,0.093
,1:16:31,25.4,0.082,0.948,0.876,0.082,0.084,0.858,0.818,0.107,0.084,0.958,0.852,0.093
,1:31:32,25.4,0.082,0.946,0.875,0.082,0.083,0.858,0.817,0.109,0.084,0.957,0.851,0.094
,1:46:33,25.4,0.082,0.946,0.875,0.082,0.084,0.857,0.817,0.111,0.084,0.955,0.85,0.093
,2:01:34,25.3,0.082,0.945,0.874,0.082,0.083,0.857,0.816,0.113,0.084,0.955,0.847,0.093
,2:16:35,25.3,0.081,0.944,0.873,0.082,0.083,0.856,0.818,0.117,0.085,0.952,0.848,0.094
,2:31:36,25.3,0.082,0.944,0.873,0.082,0.083,0.855,0.815,0.118,0.084,0.952,0.848,0.093
,2:46:37,25.4,0.082,0.943,0.871,0.082,0.083,0.854,0.814,0.122,0.084,0.952,0.847,0.092
,3:01:38,25.4,0.082,0.943,0.871,0.082,0.083,0.854,0.813,0.125,0.084,0.951,0.847,0.093
,3:16:39,25.4,0.082,0.942,0.871,0.082,0.084,0.853,0.813,0.129,0.084,0.949,0.845,0.093
,3:31:40,25.3,0.082,0.941,0.87,0.082,0.083,0.853,0.812,0.133,0.084,0.95,0.845,0.093
,3:46:41,25.3,0.081,0.941,0.868,0.082,0.083,0.851,0.811,0.137,0.084,0.948,0.844,0.094
,4:01:42,25.2,0.082,0.94,0.868,0.082,0.083,0.851,0.811,0.142,0.084,0.947,0.844,0.095
,4:16:43,25.2,0.082,0.939,0.868,0.082,0.085,0.85,0.81,0.148,0.084,0.946,0.843,0.094
,4:31:44,25.2,0.082,0.939,0.867,0.082,0.083,0.849,0.809,0.153,0.084,0.945,0.843,0.095
,4:46:45,25.3,0.082,0.939,0.866,0.082,0.083,0.849,0.811,0.159,0.086,0.945,0.841,0.096
,5:01:46,25.3,0.082,0.938,0.866,0.082,0.083,0.847,0.808,0.167,0.085,0.944,0.841,0.096
,5:16:47,25.3,0.081,0.937,0.865,0.082,0.085,0.847,0.809,0.174,0.085,0.944,0.841,0.103
,5:31:48,25.4,0.081,0.936,0.864,0.082,0.083,0.847,0.807,0.185,0.085,0.942,0.84,0.402
,5:46:49,25.4,0.082,0.936,0.864,0.082,0.083,0.846,0.807,0.192,0.085,0.942,0.839,0.102
,6:01:50,25.4,0.082,0.935,0.863,0.082,0.083,0.846,0.806,0.201,0.084,0.941,0.838,0.1
,6:16:51,25.4,0.082,0.934,0.862,0.082,0.083,0.843,0.806,0.212,0.084,0.94,0.837,0.102
,6:31:52,25.5,0.082,0.934,0.862,0.082,0.083,0.844,0.805,0.223,0.084,0.94,0.837,0.115
,6:46:53,25.5,0.081,0.933,0.861,0.082,0.083,0.844,0.805,0.233,0.084,0.939,0.836,0.108
,7:01:54,25.5,0.082,0.933,0.86,0.082,0.083,0.842,0.804,0.244,0.084,0.938,0.836,0.108
,7:16:55,25.5,0.082,0.935,0.86,0.082,0.085,0.842,0.804,0.253,0.084,0.937,0.835,0.111
,7:31:56,25.5,0.082,0.932,0.859,0.082,0.083,0.842,0.803,0.267,0.085,0.937,0.835,0.236
,7:46:57,25.5,0.082,0.931,0.859,0.082,0.083,0.841,0.802,0.281,0.084,0.936,0.834,0.117
,8:01:58,25.5,0.081,0.931,0.858,0.082,0.083,0.84,0.802,0.293,0.084,0.936,0.833,0.13
,8:16:59,25.6,0.082,0.93,0.857,0.082,0.083,0.84,0.801,0.306,0.084,0.935,0.832,0.19
,8:32:00,25.6,0.082,0.929,0.857,0.082,0.083,0.839,0.801,0.322,0.085,0.935,0.832,0.134
,8:47:01,25.6,0.082,0.928,0.856,0.082,0.084,0.839,0.801,0.339,0.084,0.934,0.832,0.131
,9:02:02,25.5,0.082,0.928,0.856,0.082,0.083,0.837,0.8,0.355,0.085,0.933,0.831,0.135
,9:17:03,25.6,0.082,0.927,0.855,0.082,0.083,0.837,0.799,0.372,0.084,0.933,0.83,0.141
,9:32:04,25.6,0.081,0.927,0.854,0.082,0.083,0.837,0.799,0.391,0.084,0.932,0.829,0.146
,9:47:05,25.5,0.081,0.927,0.854,0.082,0.083,0.836,0.798,0.409,0.084,0.932,0.829,0.152
,10:02:06,25.5,0.082,0.926,0.853,0.082,0.083,0.835,0.797,0.428,0.084,0.931,0.828,0.158
,10:17:07,25.5,0.082,0.926,0.853,0.082,0.083,0.835,0.797,0.444,0.084,0.93,0.828,0.167
,10:32:08,25.5,0.082,0.925,0.852,0.082,0.083,0.835,0.797,0.462,0.085,0.931,0.827,0.173
,10:47:09,25.5,0.082,0.925,0.852,0.082,0.083,0.834,0.796,0.48,0.084,0.93,0.827,0.197
,11:02:10,25.5,0.082,0.924,0.852,0.082,0.083,0.834,0.795,0.5,0.085,0.929,0.827,0.315
,11:17:11,25.5,0.082,0.923,0.851,0.082,0.083,0.834,0.795,0.524,0.084,0.929,0.826,0.316
,11:32:12,25.5,0.082,0.923,0.851,0.082,0.083,0.832,0.795,0.544,0.084,0.928,0.826,0.233
,11:47:13,25.5,0.082,0.923,0.85,0.082,0.083,0.832,0.794,0.558,0.084,0.928,0.825,0.217
,12:02:14,25.5,0.082,0.922,0.85,0.082,0.083,0.832,0.793,0.564,0.084,0.928,0.824,0.454
,12:17:15,25.5,0.082,0.921,0.849,0.083,0.083,0.832,0.793,0.576,0.084,0.927,0.824,0.243
,12:32:16,25.5,0.082,0.921,0.848,0.083,0.083,0.832,0.793,0.607,0.084,0.932,0.824,0.39
,12:47:17,25.5,0.082,0.922,0.849,0.082,0.083,0.832,0.792,0.606,0.084,0.926,0.823,0.254
,13:02:18,25.6,0.082,0.921,0.848,0.082,0.083,0.83,0.792,0.618,0.084,0.926,0.823,0.312
,13:17:19,25.6,0.082,0.92,0.848,0.082,0.084,0.83,0.791,0.631,0.086,0.925,0.823,0.28
,13:32:20,25.6,0.082,0.919,0.847,0.083,0.083,0.83,0.792,0.645,0.084,0.925,0.822,0.289
,13:47:21,25.6,0.082,0.919,0.846,0.083,0.083,0.83,0.791,0.651,0.084,0.925,0.822,0.3
,14:02:22,25.6,0.082,0.919,0.846,0.083,0.083,0.829,0.79,0.658,0.084,0.924,0.821,0.323
,14:17:23,25.6,0.082,0.918,0.846,0.083,0.083,0.829,0.79,0.667,0.084,0.923,0.821,0.334
,14:32:24,25.5,0.082,0.918,0.845,0.083,0.083,0.829,0.79,0.671,0.084,0.923,0.82,0.343
,14:47:25,25.5,0.082,0.917,0.845,0.083,0.083,0.829,0.79,0.679,0.084,0.922,0.819,0.356
,15:02:26,25.5,0.082,0.917,0.844,0.083,0.083,0.829,0.789,0.685,0.085,0.922,0.819,0.381
,15:17:27,25.5,0.082,0.919,0.844,0.083,0.083,0.828,0.788,0.693,0.084,0.922,0.819,0.387
,15:32:28,25.5,0.082,0.918,0.844,0.083,0.083,0.827,0.788,0.697,0.085,0.921,0.818,0.473
,15:47:29,25.5,0.082,0.916,0.842,0.083,0.083,0.827,0.787,0.698,0.084,0.92,0.817,0.488
,16:02:30,25.5,0.082,0.915,0.842,0.084,0.083,0.826,0.787,0.697,0.084,0.92,0.817,0.446
,16:17:31,25.3,0.084,0.887,0.818,0.084,0.083,0.814,0.759,0.096,0.087,0.9,0.788,0.097
,16:32:32,25.3,0.083,0.885,0.814,0.084,0.084,0.807,0.76,0.095,0.085,0.899,0.796,0.096
,16:47:33,25.3,0.084,0.886,0.812,0.084,0.083,0.804,0.76,0.096,0.085,0.899,0.79,0.095
,17:02:34,25.3,0.084,0.885,0.813,0.085,0.083,0.804,0.759,0.095,0.086,0.895,0.789,0.095
,17:17:35,25.3,0.084,0.883,0.811,0.085,0.083,0.803,0.758,0.095,0.085,0.902,0.787,0.095
,17:32:36,25.3,0.084,0.882,0.811,0.085,0.083,0.802,0.757,0.095,0.085,0.894,0.788,0.095
,17:47:37,25.3,0.084,0.882,0.812,0.085,0.084,0.802,0.758,0.095,0.085,0.894,0.787,0.095
,18:02:38,25.3,0.084,0.881,0.81,0.086,0.083,0.802,0.757,0.095,0.086,0.894,0.786,0.095
,18:17:39,25.3,0.084,0.881,0.812,0.086,0.083,0.801,0.757,0.095,0.086,0.893,0.787,0.095
,18:32:40,25.3,0.084,0.88,0.812,0.086,0.083,0.8,0.757,0.095,0.086,0.892,0.787,0.094
,18:47:41,25.4,0.084,0.879,0.809,0.086,0.083,0.799,0.755,0.095,0.086,0.891,0.785,0.094
,19:02:42,25.4,0.085,0.879,0.81,0.087,0.083,0.799,0.756,0.095,0.086,0.891,0.785,0.094
,19:17:43,25.4,0.085,0.878,0.808,0.087,0.083,0.799,0.754,0.095,0.086,0.891,0.784,0.094
,19:32:44,25.4,0.085,0.879,0.808,0.088,0.083,0.798,0.753,0.095,0.086,0.89,0.784,0.094
,19:47:45,25.4,0.085,0.877,0.807,0.088,0.083,0.797,0.753,0.095,0.086,0.889,0.783,0.094
,20:02:46,25.4,0.085,0.877,0.807,0.088,0.083,0.804,0.753,0.095,0.087,0.889,0.782,0.094
,20:17:47,25.4,0.086,0.875,0.806,0.089,0.083,0.797,0.753,0.095,0.087,0.888,0.782,0.094
,20:32:48,25.3,0.086,0.875,0.806,0.089,0.083,0.797,0.752,0.095,0.087,0.887,0.782,0.094
,20:47:49,25.4,0.086,0.876,0.806,0.089,0.083,0.796,0.752,0.095,0.087,0.888,0.781,0.094
,21:02:50,25.4,0.086,0.875,0.805,0.089,0.083,0.795,0.751,0.095,0.088,0.887,0.781,0.094
,21:17:51,25.4,0.087,0.874,0.804,0.09,0.083,0.795,0.751,0.095,0.088,0.885,0.78,0.094
,21:32:52,25.5,0.087,0.873,0.804,0.09,0.083,0.794,0.751,0.095,0.089,0.887,0.78,0.094
,21:47:53,25.4,0.088,0.858,0.788,0.091,0.083,0.775,0.727,0.094,0.09,0.867,0.756,0.092
,22:02:54,25.4,0.088,0.855,0.781,0.09,0.083,0.777,0.727,0.094,0.09,0.864,0.759,0.091
,22:17:55,25.4,0.088,0.856,0.783,0.091,0.083,0.771,0.73,0.094,0.09,0.863,0.755,0.093
,22:32:56,25.4,0.089,0.856,0.781,0.091,0.083,0.771,0.727,0.094,0.091,0.863,0.755,0.093
,22:47:57,25.4,0.089,0.852,0.785,0.092,0.083,0.769,0.728,0.094,0.091,0.864,0.757,0.094
,23:02:58,25.3,0.09,0.853,0.782,0.092,0.083,0.769,0.727,0.094,0.091,0.864,0.755,0.093
,23:17:59,25.4,0.09,0.852,0.781,0.092,0.083,0.769,0.726,0.094,0.092,0.862,0.755,0.093
,23:33:00,25.4,0.09,0.853,0.781,0.093,0.083,0.768,0.725,0.094,0.092,0.862,0.755,0.092
,23:48:01,25.4,0.095,0.849,0.782,0.093,0.083,0.768,0.726,0.094,0.093,0.862,0.757,0.093
,0:03:02,25.4,0.09,0.849,0.778,0.094,0.083,0.767,0.725,0.094,0.093,0.861,0.754,0.093
,0:18:03,25.4,0.09,0.848,0.779,0.095,0.083,0.767,0.724,0.094,0.093,0.863,0.753,0.093
,0:33:04,25.4,0.09,0.848,0.778,0.096,0.084,0.768,0.725,0.094,0.093,0.86,0.752,0.093
,0:48:05,25.4,0.091,0.848,0.778,0.098,0.083,0.767,0.724,0.094,0.093,0.86,0.753,0.092
,1:03:06,25.3,0.09,0.849,0.777,0.098,0.083,0.767,0.723,0.094,0.094,0.86,0.751,0.092
,1:18:07,25.3,0.091,0.846,0.777,0.099,0.083,0.766,0.723,0.094,0.093,0.859,0.752,0.093
,1:33:08,25.3,0.091,0.846,0.777,0.1,0.083,0.772,0.723,0.094,0.094,0.86,0.752,0.092
,1:48:09,25.3,0.092,0.846,0.776,0.102,0.083,0.765,0.723,0.094,0.094,0.858,0.751,0.093
,2:03:10,25.3,0.092,0.847,0.776,0.103,0.083,0.765,0.721,0.094,0.095,0.858,0.751,0.092
,2:18:11,25.3,0.092,0.845,0.776,0.105,0.083,0.764,0.723,0.094,0.094,0.857,0.75,0.093
,2:33:12,25.4,0.093,0.844,0.775,0.107,0.083,0.764,0.721,0.094,0.095,0.856,0.749,0.092
,2:48:13,25.5,0.093,0.844,0.774,0.11,0.083,0.763,0.72,0.094,0.095,0.856,0.749,0.092
,3:03:14,25.5,0.094,0.843,0.774,0.112,0.083,0.762,0.721,0.094,0.096,0.856,0.748,0.093
,3:18:15,25.6,0.095,0.843,0.773,0.115,0.083,0.763,0.72,0.094,0.096,0.855,0.749,0.091
,3:33:16,25.7,0.096,0.842,0.773,0.117,0.083,0.762,0.723,0.094,0.097,0.854,0.747,0.092
,3:48:17,25.7,0.097,0.841,0.772,0.122,0.083,0.761,0.719,0.094,0.098,0.854,0.747,0.092
,4:03:18,25.8,0.098,0.841,0.772,0.125,0.083,0.761,0.718,0.094,0.099,0.853,0.747,0.092
,4:18:19,25.8,0.099,0.841,0.772,0.128,0.083,0.76,0.718,0.094,0.102,0.853,0.746,0.092
,4:33:20,25.8,0.101,0.84,0.771,0.133,0.083,0.76,0.718,0.094,0.101,0.852,0.745,0.092
,4:48:21,25.9,0.102,0.839,0.771,0.138,0.083,0.76,0.717,0.094,0.103,0.852,0.745,0.093
,5:03:22,25.9,0.104,0.839,0.77,0.143,0.083,0.759,0.717,0.094,0.103,0.851,0.745,0.092
,5:18:23,25.9,0.105,0.839,0.769,0.148,0.083,0.759,0.716,0.094,0.105,0.851,0.744,0.092
,5:33:24,25.9,0.108,0.838,0.769,0.155,0.083,0.758,0.716,0.094,0.106,0.85,0.744,0.092
,5:48:25,25.9,0.11,0.837,0.769,0.164,0.083,0.758,0.716,0.094,0.109,0.85,0.744,0.093
,6:03:26,25.9,0.113,0.837,0.769,0.17,0.083,0.758,0.715,0.094,0.11,0.849,0.743,0.092
,6:18:27,25.9,0.115,0.836,0.768,0.179,0.083,0.758,0.715,0.094,0.113,0.848,0.743,0.092
,6:33:28,25.9,0.119,0.836,0.768,0.188,0.083,0.757,0.714,0.094,0.115,0.848,0.742,0.092
,6:48:29,25.9,0.122,0.836,0.767,0.198,0.083,0.756,0.714,0.094,0.118,0.848,0.742,0.092
,7:03:30,25.9,0.125,0.835,0.767,0.209,0.083,0.756,0.713,0.094,0.122,0.847,0.741,0.092
,7:18:31,25.8,0.13,0.834,0.766,0.221,0.083,0.756,0.713,0.094,0.124,0.855,0.741,0.092
